name	traceId	time	duration
reductionTest.reduceBlock	KHdNyEdG	1422467610218657	116003
reductionTest.reduceBlock	KHdNyEdG	1422467610218993	129071
reductionTest.reduceBlock	KHdNyEdG	1422467610219344	115547
reductionTest.reduceBlock	KHdNyEdG	1422467610219695	130078
reductionTest.reduceBlock	KHdNyEdG	1422467610220046	115713
reductionTest.reduceBlock	KHdNyEdG	1422467610220382	128226
reductionTest.reduceBlock	KHdNyEdG	1422467610220738	129668
reductionTest.reduceBlock	KHdNyEdG	1422467610221091	129132
reductionTest.reduceBlock	KHdNyEdG	1422467610221442	116117
reductionTest.reduceBlock	KHdNyEdG	1422467610221794	127546
reductionTest.reduceBlock	KHdNyEdG	1422467610222143	116424
reductionTest.reduceBlock	KHdNyEdG	1422467610222479	128562
reductionTest.reduceBlock	KHdNyEdG	1422467610222829	115703
reductionTest.reduceBlock	KHdNyEdG	1422467610223166	117577
reductionTest.reduceBlock	KHdNyEdG	1422467610223527	121649
reductionTest.reduceBlock	KHdNyEdG	1422467610223877	116008
reductionTest.reduceBlock	KHdNyEdG	1422467610224213	115760
reductionTest.reduceBlock	KHdNyEdG	1422467610224596	116844
reductionTest.reduceBlock	KHdNyEdG	1422467610224938	116165
reductionTest.reduceBlock	KHdNyEdG	1422467610225264	115715
reductionTest.reduceBlock	KHdNyEdG	1422467610225589	131188
reductionTest.reduceBlock	KHdNyEdG	1422467610225928	128492
reductionTest.reduceBlock	KHdNyEdG	1422467610226278	116818
reductionTest.reduceBlock	KHdNyEdG	1422467610226605	129473
reductionTest.reduceBlock	KHdNyEdG	1422467610226943	115937
reductionTest.reduceBlock	KHdNyEdG	1422467610227268	116437
reductionTest.reduceBlock	KHdNyEdG	1422467610227594	129971
reductionTest.reduceBlock	KHdNyEdG	1422467610227931	117009
reductionTest.reduceBlock	KHdNyEdG	1422467610228258	129758
reductionTest.reduceBlock	KHdNyEdG	1422467610228604	138266
reductionTest.reduceBlock	KHdNyEdG	1422467610228951	132913
reductionTest.reduceBlock	KHdNyEdG	1422467610229293	115991
reductionTest.reduceBlock	KHdNyEdG	1422467610229619	116897
reductionTest.reduceBlock	KHdNyEdG	1422467610229943	115061
reductionTest.reduceBlock	KHdNyEdG	1422467610230265	116548
reductionTest.reduceBlock	KHdNyEdG	1422467610230590	130639
reductionTest.reduceBlock	KHdNyEdG	1422467610230930	116201
reductionTest.reduceBlock	KHdNyEdG	1422467610231254	117763
reductionTest.reduceBlock	KHdNyEdG	1422467610231580	115914
reductionTest.reduceBlock	KHdNyEdG	1422467610231906	117101
reductionTest.reduceBlock	KHdNyEdG	1422467610232232	115479
reductionTest.reduceBlock	KHdNyEdG	1422467610232568	116451
reductionTest.reduceBlock	KHdNyEdG	1422467610232895	115046
reductionTest.reduceBlock	KHdNyEdG	1422467610233234	129001
reductionTest.reduceBlock	KHdNyEdG	1422467610233574	115488
reductionTest.reduceBlock	KHdNyEdG	1422467610233918	129821
reductionTest.reduceBlock	KHdNyEdG	1422467610234258	116698
reductionTest.reduceBlock	KHdNyEdG	1422467610234585	129056
reductionTest.reduceBlock	KHdNyEdG	1422467610234923	116439
reductionTest.reduceBlock	KHdNyEdG	1422467610235248	126426
reductionTest.reduceBlock	KHdNyEdG	1422467610235610	128732
reductionTest.reduceBlock	KHdNyEdG	1422467610235949	116360
reductionTest.reduceBlock	KHdNyEdG	1422467610236275	115762
reductionTest.reduceBlock	KHdNyEdG	1422467610236618	116456
reductionTest.reduceBlock	KHdNyEdG	1422467610236944	115580
reductionTest.reduceBlock	KHdNyEdG	1422467610237268	116781
reductionTest.reduceBlock	KHdNyEdG	1422467610237608	115849
reductionTest.reduceBlock	KHdNyEdG	1422467610237933	116898
reductionTest.reduceBlock	KHdNyEdG	1422467610238273	116275
reductionTest.reduceBlock	KHdNyEdG	1422467610238599	115195
reductionTest.reduceBlock	KHdNyEdG	1422467610238922	116276
reductionTest.reduceBlock	KHdNyEdG	1422467610239248	128904
reductionTest.reduceBlock	KHdNyEdG	1422467610239586	129031
reductionTest.reduceBlock	KHdNyEdG	1422467610239923	115579
reductionTest.reduceBlock	KHdNyEdG	1422467610240246	116274
reductionTest.reduceBlock	KHdNyEdG	1422467610240590	115740
reductionTest.reduceBlock	KHdNyEdG	1422467610240929	128377
reductionTest.reduceBlock	KHdNyEdG	1422467610241264	128504
reductionTest.reduceBlock	KHdNyEdG	1422467610241614	116227
reductionTest.reduceBlock	KHdNyEdG	1422467610241941	115892
reductionTest.reduceBlock	KHdNyEdG	1422467610242263	117736
reductionTest.reduceBlock	KHdNyEdG	1422467610242588	115004
reductionTest.reduceBlock	KHdNyEdG	1422467610242932	116472
reductionTest.reduceBlock	KHdNyEdG	1422467610243258	115683
reductionTest.reduceBlock	KHdNyEdG	1422467610243581	115746
reductionTest.reduceBlock	KHdNyEdG	1422467610243903	115451
reductionTest.reduceBlock	KHdNyEdG	1422467610244248	129531
reductionTest.reduceBlock	KHdNyEdG	1422467610244597	116343
reductionTest.reduceBlock	KHdNyEdG	1422467610244922	115967
reductionTest.reduceBlock	KHdNyEdG	1422467610245246	116660
reductionTest.reduceBlock	KHdNyEdG	1422467610245571	116191
reductionTest.reduceBlock	KHdNyEdG	1422467610245897	115191
reductionTest.reduceBlock	KHdNyEdG	1422467610246220	131249
reductionTest.reduceBlock	KHdNyEdG	1422467610246575	117174
reductionTest.reduceBlock	KHdNyEdG	1422467610246916	116216
reductionTest.reduceBlock	KHdNyEdG	1422467610247239	116227
reductionTest.reduceBlock	KHdNyEdG	1422467610247562	115032
reductionTest.reduceBlock	KHdNyEdG	1422467610247886	129691
reductionTest.reduceBlock	KHdNyEdG	1422467610248240	115452
reductionTest.reduceBlock	KHdNyEdG	1422467610248571	116164
reductionTest.reduceBlock	KHdNyEdG	1422467610248897	115642
reductionTest.reduceBlock	KHdNyEdG	1422467610249220	114747
reductionTest.reduceBlock	KHdNyEdG	1422467610249543	115929
reductionTest.reduceBlock	KHdNyEdG	1422467610249868	115306
